Name,Age,GPA,Credits Completed,Year,Pathway
Joe Smith,14,1.47,54,Sophomore,Marketing
Eliana Foster,18,1.13,31,Junior,Early College
Lucian Miller,17,4.03,7,Freshman,Marketing
Katerina Foster,16,2.99,5,Junior,Early Childhood Education
Kyan Fogarty,15,1.38,31,Junior,Culinary
Danielle Wilson,15,0.94,37,Victory Lap,Construction
Danielle Davis,19,1.95,52,Sophomore,Early College
Keaton Wilson,14,3.65,43,Sophomore,Marketing
Van Johnson,15,3.99,18,Freshman,Bio Med
Katerina Jones,17,1.72,3,Junior,Engineering
Lucian Fogarty,15,4.1,14,Sophomore,Marketing
Kyan Miller,18,1.95,17,Senior,Marketing
Roman Miller,17,1.19,36,Sophomore,Early Childhood Education
Eliana Wilson,19,4.3,55,Sophomore,Bio Med
Van Wilson,17,3.26,18,Sophomore,Criminal Justice
Elijah Moore,14,2.03,24,Junior,Bio Med
Roman DeFreitas,19,1.93,29,Victory Lap,Marketing
Mac Garcia,14,2.91,41,Senior,Construction
Andrew Johnson,16,1.93,57,Freshman,Marketing
Alexis Garcia,18,3.36,9,Junior,Culinary
Emmy Jones,16,1.91,57,Senior,Engineering
Danielle Fogarty,18,0.99,24,Junior,Computer Science
Marge Manukyan,18,1.52,60,Victory Lap,Business
Kaden Moore,19,3.6,56,Sophomore,Business
Lisa Moore,18,3.77,53,Sophomore,Bio Med
Ben Wilson,16,3.81,60,Victory Lap,Marketing
Elijah Fogarty,19,1.36,1,Junior,Early Childhood Education
Emmy Garcia,18,3.54,10,Freshman,Engineering
Aiden Brown,18,3.39,46,Junior,Early Childhood Education
Danielle Wilson,17,3.08,17,Victory Lap,Culinary
Lucian Miller,14,2.08,55,Victory Lap,Culinary
Andrew Garcia,16,1.7,32,Victory Lap,Culinary
Lisa Garcia,18,3.86,8,Sophomore,Construction
Noah Anderson,14,3.29,20,Sophomore,Engineering
Benedict Manukyan,16,0.65,57,Sophomore,Computer Science
Andrew Fogarty,17,0.45,3,Freshman,Business
Noah Willaims,17,3.14,34,Senior,Computer Science
Noah Foster,14,3.41,27,Senior,Early College
Kyan DeFreitas,18,1.69,21,Freshman,Culinary
Lucian Johnson,14,1.01,24,Senior,Criminal Justice
Kyan Willaims,17,1.47,19,Junior,Business
Rachel Davis,19,2.62,47,Sophomore,Early College
Noah Johnson,19,3.93,6,Sophomore,Engineering
Kaden Anderson,16,1.08,39,Victory Lap,Bio Med
Emma Miller,15,2.98,58,Junior,Culinary
Kyan Moore,19,0.41,10,Senior,Construction
Noah Manukyan,17,2.44,30,Victory Lap,Computer Science
Lucian Anderson,16,1.58,13,Sophomore,Culinary
Kaden Davis,16,1.75,18,Victory Lap,Marketing
Danielle Anderson,17,2.64,32,Senior,Culinary
Benedict Johnson,18,3.52,18,Freshman,Bio Med
Marge Anderson,16,1.91,49,Senior,Construction
Van Jones,15,1.47,0,Victory Lap,Early Childhood Education
Ben Willaims,15,1.52,2,Junior,Early Childhood Education
Keaton Fogarty,16,4.03,35,Senior,Early College
Lucian Foster,19,3.0,17,Victory Lap,Business
Roman Jones,16,2.44,23,Freshman,Bio Med
Emma Jones,16,2.09,43,Freshman,Computer Science
Kyan Fogarty,19,2.26,1,Junior,Culinary
Andrew Smith,15,3.9,23,Freshman,Criminal Justice
Danielle Johnson,14,2.9,53,Freshman,Criminal Justice
Aiden Johnson,19,1.22,44,Junior,Marketing
Marge Moore,18,3.83,16,Victory Lap,Early Childhood Education
Danielle Jones,19,3.54,51,Freshman,Computer Science
Emmy Jones,18,4.16,58,Sophomore,Culinary
Keaton Willaims,19,0.88,39,Junior,Marketing
Kyan Johnson,17,1.51,19,Senior,Culinary
Emma Anderson,19,4.08,42,Freshman,Construction
Aiden DeFreitas,19,2.01,9,Victory Lap,Culinary
Joe DeFreitas,17,2.85,55,Victory Lap,Construction
Aiden Miller,14,3.25,32,Senior,Marketing
Jane Willaims,15,2.6,9,Senior,Culinary
Benedict Manukyan,15,0.4,33,Senior,Computer Science
Elijah Anderson,14,2.88,28,Sophomore,Computer Science
Marge Davis,14,3.61,51,Senior,Engineering
Mac Smith,15,0.97,35,Senior,Bio Med
Mac Brown,15,1.34,0,Junior,Early College
Alexis Johnson,19,3.91,59,Victory Lap,Marketing
Eliana Miller,15,2.4,3,Senior,Marketing
Ben Davis,14,2.37,43,Victory Lap,Marketing
Jill Garcia,18,2.95,44,Freshman,Marketing
Alexis Fogarty,18,1.7,18,Freshman,Engineering
Roman Smith,19,1.54,39,Senior,Engineering
Aiden Willaims,15,1.38,49,Senior,Criminal Justice
Keaton Jones,16,4.06,56,Sophomore,Business
Ben Manukyan,18,2.19,26,Senior,Criminal Justice
Roman Smith,14,0.65,50,Freshman,Marketing
Benedict Anderson,17,1.43,3,Sophomore,Construction
Mac Manukyan,17,0.97,23,Sophomore,Early College
Benedict Manukyan,18,3.51,37,Sophomore,Marketing
Ben Smith,14,0.82,10,Senior,Early Childhood Education
Danielle Wilson,18,2.84,16,Victory Lap,Culinary
Emmy Fogarty,17,1.82,2,Sophomore,Business
Joe Anderson,16,2.46,58,Victory Lap,Engineering
Keaton DeFreitas,19,3.3,20,Freshman,Bio Med
Van DeFreitas,14,2.34,30,Senior,Computer Science
Kaden Wilson,19,1.87,15,Senior,Early College
Lisa Anderson,14,2.57,16,Sophomore,Bio Med
Emmy Johnson,18,2.27,45,Sophomore,Computer Science
Katerina Johnson,17,1.94,26,Junior,Marketing
Joe Manukyan,18,0.85,29,Sophomore,Business
Lisa Brown,17,1.01,50,Freshman,Computer Science
Ben Foster,14,3.81,9,Sophomore,Early College
Mac DeFreitas,18,0.42,32,Sophomore,Computer Science
Aiden Anderson,18,1.19,17,Junior,Early College
Marge Willaims,17,3.0,39,Freshman,Engineering
Van Fogarty,15,1.77,18,Junior,Early College
Ben DeFreitas,19,3.56,32,Junior,Marketing
Emma Manukyan,19,4.02,41,Freshman,Construction
Jane Johnson,15,3.9,34,Freshman,Bio Med
Danielle Davis,17,3.97,17,Junior,Computer Science
Noah Manukyan,14,2.28,23,Sophomore,Criminal Justice
Aiden Brown,15,3.22,0,Freshman,Criminal Justice
Noah Willaims,17,2.38,19,Junior,Construction
Danielle Brown,17,4.25,25,Junior,Criminal Justice
Danielle Moore,18,1.27,50,Sophomore,Business
Lucian Moore,18,1.69,17,Senior,Computer Science
Danielle Anderson,17,2.53,57,Junior,Engineering
Jill Miller,17,1.32,1,Sophomore,Marketing
Rachel Foster,15,4.12,9,Victory Lap,Culinary
Joe Brown,14,3.01,54,Freshman,Bio Med
Jill Davis,16,1.1,8,Senior,Construction
Noah Manukyan,17,3.04,41,Victory Lap,Construction
Marge Smith,16,3.06,54,Senior,Bio Med
Emma Foster,15,2.15,16,Junior,Culinary
Eliana Garcia,17,4.14,45,Senior,Engineering
Van DeFreitas,16,0.51,11,Senior,Engineering
Kyan Brown,19,4.06,60,Freshman,Bio Med
Lucian Willaims,15,2.97,9,Victory Lap,Construction
Jane Wilson,14,3.31,29,Freshman,Engineering
Andrew Willaims,14,0.71,28,Senior,Marketing
Lisa Smith,15,1.04,58,Senior,Engineering
Mac Garcia,17,0.97,19,Victory Lap,Business
Benedict Smith,15,1.03,35,Senior,Construction
Mac Moore,14,0.42,21,Sophomore,Early College
Van DeFreitas,14,1.37,45,Senior,Early Childhood Education
Jane Miller,15,1.0,13,Junior,Marketing
Benedict Anderson,14,3.62,33,Sophomore,Bio Med
Andrew Moore,15,1.68,43,Victory Lap,Culinary
Elijah Miller,17,1.51,3,Junior,Bio Med
Keaton Johnson,14,0.33,51,Junior,Construction
Kyan Willaims,14,1.56,47,Victory Lap,Construction
Jill Wilson,14,3.56,28,Junior,Bio Med
Emmy Johnson,16,3.02,48,Senior,Engineering
Keaton DeFreitas,15,1.31,54,Senior,Marketing
Aiden Miller,16,1.63,0,Sophomore,Criminal Justice
Rachel Manukyan,17,0.32,33,Senior,Culinary
Kyan Davis,14,1.17,31,Freshman,Criminal Justice
Eliana Johnson,16,3.5,4,Senior,Construction
Emma Miller,18,3.97,60,Sophomore,Early Childhood Education
Elijah DeFreitas,18,2.41,13,Freshman,Bio Med
Elijah Smith,14,3.75,56,Freshman,Engineering
Emma Manukyan,18,0.85,53,Junior,Culinary
Lucian Manukyan,16,3.38,29,Sophomore,Construction
Roman Anderson,15,1.96,2,Victory Lap,Early College
Jill Davis,19,1.7,41,Senior,Computer Science
Alexis Anderson,17,2.59,21,Victory Lap,Bio Med
Keaton Fogarty,18,3.51,13,Freshman,Culinary
Ben Brown,18,3.9,3,Sophomore,Bio Med
Lucian Davis,16,3.62,50,Freshman,Marketing
Benedict Fogarty,14,0.54,38,Victory Lap,Business
Roman Fogarty,18,2.71,43,Victory Lap,Bio Med
Keaton Garcia,18,1.21,31,Freshman,Bio Med
Kaden Wilson,16,0.97,46,Victory Lap,Construction
Elijah Miller,19,1.49,50,Freshman,Business
Joe Jones,19,3.4,50,Senior,Engineering
Kaden Fogarty,16,2.83,55,Victory Lap,Culinary
Danielle DeFreitas,17,0.62,30,Sophomore,Marketing
Benedict Wilson,17,1.04,44,Junior,Early Childhood Education
Lisa Anderson,18,2.08,37,Junior,Early College
Ben Miller,19,3.07,30,Freshman,Criminal Justice
Kaden Garcia,18,2.48,52,Victory Lap,Criminal Justice
Jane Wilson,17,2.96,48,Senior,Computer Science
Kaden Wilson,14,2.12,10,Victory Lap,Business
Joe Willaims,16,3.27,51,Junior,Bio Med
Rachel Garcia,16,1.25,38,Sophomore,Early College
Ben Jones,19,1.2,31,Senior,Business
Jane Jones,14,2.01,13,Senior,Business
Andrew Anderson,18,1.9,36,Senior,Culinary
Lucian Anderson,15,3.72,52,Senior,Engineering
Jane Brown,15,0.44,44,Senior,Early Childhood Education
Lucian Smith,17,1.43,44,Sophomore,Bio Med
Van Moore,18,2.02,41,Sophomore,Business
Ben Anderson,16,1.71,15,Freshman,Construction
Emmy Garcia,17,2.82,7,Sophomore,Early Childhood Education
Roman Manukyan,16,0.76,54,Freshman,Criminal Justice
Keaton Manukyan,16,2.5,56,Sophomore,Marketing
Lisa Johnson,18,1.34,13,Junior,Marketing
Lucian Davis,16,0.64,37,Freshman,Culinary
Ben Anderson,17,3.25,10,Freshman,Culinary
Alexis DeFreitas,14,0.9,6,Freshman,Marketing
Elijah Johnson,18,1.91,0,Freshman,Criminal Justice
Joe Willaims,14,3.95,18,Victory Lap,Culinary
Emmy Willaims,17,2.51,38,Senior,Early Childhood Education
Joe Brown,14,2.91,48,Victory Lap,Criminal Justice
Eliana Miller,19,0.74,57,Freshman,Construction
Jane DeFreitas,14,0.95,39,Sophomore,Early College
Andrew Moore,18,1.11,39,Junior,Engineering
Marge DeFreitas,16,2.84,50,Victory Lap,Marketing
Emma Wilson,16,0.55,10,Senior,Criminal Justice
Benedict DeFreitas,19,3.37,29,Freshman,Engineering
Lisa Foster,16,4.24,7,Victory Lap,Early Childhood Education
Roman Brown,17,2.65,0,Senior,Culinary
Alexis Miller,17,0.98,40,Junior,Engineering
Benedict Smith,17,2.1,21,Freshman,Bio Med
Danielle Wilson,19,0.83,16,Victory Lap,Bio Med
Danielle Johnson,18,1.78,16,Freshman,Early Childhood Education
Emma Davis,18,1.8,52,Sophomore,Criminal Justice
Katerina Manukyan,16,3.58,15,Victory Lap,Culinary
Eliana Johnson,14,3.39,49,Senior,Bio Med
Rachel Smith,16,3.84,2,Junior,Marketing
Jane Moore,14,3.57,47,Junior,Bio Med
Andrew Smith,14,0.63,6,Junior,Computer Science
Roman Jones,14,3.99,1,Sophomore,Construction
Emmy Fogarty,15,0.41,37,Sophomore,Marketing
Andrew Miller,17,3.17,12,Freshman,Early Childhood Education
Ben Foster,15,3.34,20,Freshman,Early Childhood Education
Joe Smith,18,3.08,45,Junior,Marketing
Elijah Brown,19,3.41,29,Senior,Computer Science
Elijah Johnson,15,0.83,7,Senior,Early College
Elijah Willaims,19,1.06,14,Senior,Business
Jane Fogarty,19,1.78,9,Sophomore,Construction
Aiden Jones,15,2.23,46,Victory Lap,Business
Jane Fogarty,16,2.9,23,Sophomore,Marketing
Elijah Wilson,14,2.37,53,Sophomore,Early College
Joe Garcia,14,3.53,54,Sophomore,Business
Rachel Davis,19,3.31,28,Freshman,Bio Med
Eliana Johnson,17,0.66,9,Senior,Marketing
Katerina Garcia,19,2.75,41,Sophomore,Culinary
Joe Johnson,17,1.84,38,Freshman,Early Childhood Education
Noah Miller,18,1.75,60,Freshman,Computer Science
Danielle Moore,17,1.03,36,Freshman,Early College
Ben Davis,17,2.27,36,Junior,Marketing
Joe Smith,14,2.8,39,Victory Lap,Business
Rachel Johnson,16,3.26,18,Freshman,Engineering
Lucian Manukyan,18,1.39,40,Junior,Business
Kyan Brown,16,3.14,28,Junior,Marketing
Emmy Smith,15,1.57,21,Victory Lap,Early College
Keaton Wilson,17,4.0,47,Freshman,Business
Keaton Anderson,18,3.78,41,Junior,Marketing
Alexis Garcia,14,1.78,20,Junior,Bio Med
Kyan Fogarty,15,0.79,52,Senior,Early Childhood Education
Roman Willaims,17,3.09,52,Freshman,Bio Med
Jill Anderson,16,0.38,30,Junior,Engineering
Mac Johnson,18,1.22,5,Senior,Marketing
Joe Davis,19,3.55,18,Junior,Construction
Rachel Fogarty,16,3.15,40,Junior,Engineering
Eliana Manukyan,19,2.31,60,Senior,Business
Alexis Fogarty,19,1.31,2,Freshman,Computer Science
Elijah Miller,19,1.43,14,Sophomore,Early Childhood Education
Marge Smith,14,3.27,14,Junior,Criminal Justice
Emmy Wilson,17,1.21,11,Senior,Early Childhood Education
Marge Davis,14,1.02,20,Junior,Engineering
Van Garcia,16,2.85,54,Senior,Construction
Andrew Fogarty,19,2.56,4,Senior,Culinary
Noah Foster,17,4.13,14,Senior,Construction
Rachel Willaims,15,3.06,55,Sophomore,Early Childhood Education
Katerina Foster,19,3.69,5,Freshman,Early College
Jill Anderson,15,1.83,11,Freshman,Business
Jane Wilson,14,3.86,34,Senior,Marketing
Elijah Manukyan,18,0.53,40,Senior,Early Childhood Education
Lucian Anderson,17,1.6,8,Senior,Computer Science
Kaden Smith,17,1.08,14,Freshman,Early Childhood Education
Kaden Wilson,18,1.35,55,Senior,Bio Med
Ben Garcia,18,2.36,54,Victory Lap,Computer Science
Noah Manukyan,14,1.88,1,Freshman,Early College
Marge Smith,14,3.99,20,Sophomore,Marketing
Rachel DeFreitas,15,1.26,10,Senior,Culinary
Danielle DeFreitas,18,3.37,13,Sophomore,Culinary
Eliana Miller,14,2.2,2,Junior,Bio Med
Marge Johnson,17,2.58,2,Freshman,Business
Van Manukyan,17,4.18,36,Freshman,Early College
Rachel Manukyan,19,2.68,35,Sophomore,Business
Kyan Moore,16,1.14,29,Senior,Business
Kyan Miller,16,1.47,50,Junior,Culinary
Andrew Jones,16,0.81,42,Sophomore,Engineering
Alexis Manukyan,18,4.11,40,Junior,Early College
Eliana Fogarty,18,4.14,26,Senior,Business
Emmy Willaims,16,1.1,12,Senior,Criminal Justice
Kyan Johnson,18,2.52,15,Victory Lap,Criminal Justice
Mac Jones,18,2.97,51,Senior,Early College
Marge Johnson,18,3.78,40,Freshman,Early College
Aiden Moore,19,3.82,4,Junior,Criminal Justice
Marge Willaims,18,1.33,3,Freshman,Early College
Joe Foster,19,1.93,46,Sophomore,Marketing
Elijah Fogarty,19,0.42,14,Senior,Bio Med
Jane Wilson,16,4.28,53,Junior,Criminal Justice
Danielle Davis,17,1.91,46,Senior,Engineering
Kyan Fogarty,15,1.91,12,Sophomore,Criminal Justice
Kyan Garcia,15,2.83,30,Junior,Business
Aiden Johnson,14,1.69,35,Junior,Early Childhood Education
Jane Fogarty,16,1.5,3,Freshman,Computer Science
Eliana Foster,14,3.01,30,Victory Lap,Business
Jill Wilson,17,3.57,0,Freshman,Early Childhood Education
Rachel Brown,17,3.42,36,Senior,Construction
Marge Manukyan,16,3.11,39,Victory Lap,Construction
Ben Moore,18,0.55,44,Junior,Criminal Justice
Elijah Fogarty,14,3.8,42,Junior,Bio Med
Benedict Smith,17,2.68,32,Sophomore,Bio Med
Mac DeFreitas,17,2.74,16,Freshman,Construction
Noah Wilson,18,0.98,35,Sophomore,Bio Med
Lucian DeFreitas,16,3.31,44,Junior,Bio Med
Mac Fogarty,19,0.86,56,Sophomore,Engineering
Kaden Smith,18,1.12,15,Victory Lap,Bio Med
Lisa Manukyan,14,1.5,53,Sophomore,Criminal Justice
Benedict Anderson,17,2.74,50,Junior,Criminal Justice
Joe Manukyan,19,2.38,22,Senior,Criminal Justice
Jane Miller,19,2.62,20,Freshman,Marketing
Lucian Jones,15,3.3,42,Junior,Marketing
Kyan Wilson,19,2.33,12,Sophomore,Early Childhood Education
Ben Miller,14,3.54,43,Victory Lap,Construction
Jill Johnson,14,1.96,9,Victory Lap,Criminal Justice
Jane Garcia,14,3.07,53,Sophomore,Bio Med
Van Johnson,19,1.18,47,Junior,Early Childhood Education
Rachel Brown,18,0.75,58,Freshman,Computer Science
Alexis Willaims,17,4.23,1,Senior,Early Childhood Education
Aiden Moore,17,3.67,22,Junior,Early College
Rachel Moore,14,2.48,45,Junior,Construction
Emma Wilson,15,0.98,47,Victory Lap,Computer Science
Emma Anderson,14,1.38,27,Junior,Computer Science
Danielle Garcia,19,3.27,23,Sophomore,Engineering
Jill Willaims,16,0.37,60,Victory Lap,Business
Van Anderson,17,3.83,3,Sophomore,Construction
Eliana Wilson,15,1.58,4,Freshman,Bio Med
Benedict Smith,16,4.01,35,Freshman,Construction
Joe Moore,17,0.97,56,Sophomore,Criminal Justice
Benedict Willaims,18,2.57,8,Freshman,Marketing
Emma DeFreitas,19,3.37,33,Victory Lap,Construction
Roman Foster,19,3.95,50,Freshman,Criminal Justice
Aiden Manukyan,15,0.38,0,Freshman,Culinary
Ben Jones,14,1.42,11,Junior,Early Childhood Education
Aiden Moore,17,1.39,35,Freshman,Computer Science
Andrew Fogarty,18,4.03,55,Freshman,Early Childhood Education
Lucian Johnson,17,2.92,11,Victory Lap,Culinary
Jane Wilson,18,0.49,32,Sophomore,Computer Science
Aiden Moore,15,2.36,59,Victory Lap,Construction
Elijah Moore,16,3.85,45,Freshman,Bio Med
Emmy DeFreitas,16,2.33,15,Freshman,Business
Emmy Wilson,17,1.27,53,Freshman,Computer Science
Kyan Smith,16,0.92,10,Sophomore,Bio Med
Ben Willaims,18,3.85,55,Senior,Criminal Justice
Eliana DeFreitas,15,4.21,22,Freshman,Early Childhood Education
Aiden Smith,15,2.14,0,Victory Lap,Criminal Justice
Benedict Davis,19,1.4,37,Senior,Bio Med
Mac Moore,15,1.6,1,Sophomore,Construction
Mac Wilson,19,0.76,18,Victory Lap,Criminal Justice
Marge Davis,15,0.68,19,Senior,Computer Science
Rachel Willaims,16,1.44,25,Senior,Culinary
Joe Garcia,18,1.14,18,Freshman,Construction
Rachel Brown,16,2.02,27,Sophomore,Computer Science
Keaton Willaims,14,0.55,17,Sophomore,Early College
Van Miller,15,1.26,35,Junior,Culinary
Van Anderson,15,1.48,34,Junior,Engineering
Andrew Foster,18,0.81,12,Freshman,Early Childhood Education
Noah Johnson,15,2.23,35,Senior,Construction
Jane Moore,19,3.89,12,Victory Lap,Construction
Noah Anderson,16,3.46,45,Sophomore,Early College
Kaden Moore,19,0.92,53,Junior,Culinary
Emma Davis,15,4.17,53,Victory Lap,Construction
Van Brown,18,2.37,19,Senior,Construction
Kaden Johnson,15,0.61,14,Senior,Early Childhood Education
Ben Brown,16,2.16,29,Victory Lap,Engineering
Alexis Brown,19,2.01,40,Senior,Bio Med
Roman Jones,14,2.91,36,Junior,Early Childhood Education
Mac Garcia,16,0.57,31,Sophomore,Computer Science
Lisa Moore,14,1.65,42,Sophomore,Early Childhood Education
Van Davis,18,3.9,46,Junior,Early Childhood Education
Danielle Garcia,17,4.09,44,Victory Lap,Early College
Eliana Brown,19,1.85,52,Junior,Bio Med
Lucian Johnson,14,1.4,53,Freshman,Criminal Justice
Jill DeFreitas,19,1.93,44,Sophomore,Marketing
Andrew Johnson,19,1.96,28,Senior,Criminal Justice
Elijah DeFreitas,18,3.68,0,Senior,Criminal Justice
Jill Garcia,17,1.0,42,Sophomore,Bio Med
Ben Wilson,17,1.52,5,Senior,Culinary
Keaton Anderson,16,2.83,19,Senior,Early College
Marge Wilson,16,2.28,6,Sophomore,Business
Roman DeFreitas,16,2.44,13,Victory Lap,Culinary
Eliana Garcia,14,3.36,27,Senior,Business
Elijah Johnson,19,3.51,26,Victory Lap,Criminal Justice
Marge Jones,14,1.18,9,Senior,Early College
Van Wilson,16,1.83,48,Junior,Early College
Roman DeFreitas,14,1.61,21,Sophomore,Business
Lucian Garcia,17,0.46,51,Victory Lap,Early Childhood Education
Joe Davis,19,3.28,19,Senior,Business
Danielle Foster,18,3.14,16,Freshman,Computer Science
Lisa Foster,18,1.46,23,Freshman,Culinary
Ben Fogarty,19,2.49,38,Victory Lap,Early College
Katerina Foster,17,3.75,49,Freshman,Bio Med
Van Foster,19,4.23,28,Victory Lap,Marketing
Kyan Wilson,18,2.92,27,Sophomore,Engineering
Marge Fogarty,18,4.19,0,Junior,Business
Kaden Garcia,17,1.86,55,Junior,Computer Science
Jill Jones,18,2.26,32,Freshman,Marketing
Danielle Foster,14,3.17,10,Sophomore,Early College
Alexis Garcia,18,1.68,16,Freshman,Marketing
Jill Manukyan,15,4.15,47,Sophomore,Early College
Andrew Foster,19,0.94,18,Sophomore,Early Childhood Education
Eliana Miller,18,0.46,15,Sophomore,Business
Noah Davis,19,1.03,14,Senior,Criminal Justice
Elijah Smith,17,1.74,35,Junior,Bio Med
Elijah DeFreitas,17,0.45,22,Freshman,Marketing
Andrew Wilson,15,1.19,51,Victory Lap,Early Childhood Education
Jill DeFreitas,19,2.11,19,Senior,Bio Med
Rachel Brown,14,4.23,56,Senior,Business
Ben DeFreitas,18,0.93,47,Junior,Computer Science
Emmy Wilson,19,2.89,8,Freshman,Engineering
Roman Foster,17,0.33,0,Sophomore,Marketing
Lucian Smith,16,1.97,49,Freshman,Bio Med
Danielle Davis,17,1.06,59,Senior,Construction
Joe Johnson,14,0.33,11,Senior,Engineering
Aiden Smith,15,1.3,3,Junior,Culinary
Joe Brown,17,3.83,47,Freshman,Early College
Emma Garcia,17,0.44,36,Victory Lap,Business
Marge Davis,14,4.11,44,Freshman,Business
Kyan Willaims,17,0.96,39,Victory Lap,Bio Med
Elijah Davis,14,3.91,39,Senior,Criminal Justice
Kyan Davis,18,2.47,38,Sophomore,Business
Joe Manukyan,18,1.99,45,Junior,Criminal Justice
Jane Fogarty,14,0.37,0,Senior,Bio Med
Elijah Garcia,19,2.48,24,Sophomore,Culinary
Kaden Wilson,18,3.68,1,Victory Lap,Culinary
Roman Manukyan,18,0.48,58,Victory Lap,Business
Aiden Moore,19,1.43,51,Sophomore,Construction
Kaden Johnson,17,3.71,8,Senior,Computer Science
Andrew DeFreitas,16,2.89,16,Freshman,Criminal Justice
Joe Anderson,17,2.35,26,Freshman,Bio Med
Mac Brown,15,1.02,27,Senior,Bio Med
Benedict Jones,16,3.87,50,Junior,Early Childhood Education
Noah Miller,16,1.08,45,Senior,Early Childhood Education
Benedict Wilson,18,3.22,28,Sophomore,Construction
Kyan Johnson,15,3.48,42,Victory Lap,Marketing
Andrew Manukyan,15,3.73,10,Sophomore,Computer Science
Jill Manukyan,19,0.56,27,Freshman,Construction
Mac DeFreitas,17,2.1,32,Victory Lap,Computer Science
Roman Jones,17,1.53,53,Freshman,Early College
Jill Fogarty,17,2.9,47,Victory Lap,Computer Science
Noah Brown,16,1.72,46,Sophomore,Early Childhood Education
Kaden Anderson,18,0.34,38,Freshman,Engineering
Van Garcia,19,3.06,15,Victory Lap,Criminal Justice
Andrew Moore,19,0.5,13,Senior,Computer Science
Joe Anderson,16,3.52,42,Senior,Engineering
Roman Garcia,16,3.22,27,Freshman,Construction
Rachel Foster,19,0.74,6,Sophomore,Marketing
Jill Anderson,14,2.74,21,Senior,Construction
Emmy Davis,19,0.91,12,Freshman,Computer Science
Aiden Willaims,15,2.48,60,Sophomore,Criminal Justice
Emmy Brown,19,2.1,17,Sophomore,Computer Science
Lucian Brown,19,2.34,24,Sophomore,Computer Science
Kyan Foster,18,1.17,20,Junior,Culinary
Andrew Foster,17,1.29,15,Sophomore,Early College
Jill Manukyan,15,1.64,53,Freshman,Construction
Van Wilson,17,3.73,52,Junior,Construction
Noah Manukyan,16,3.94,43,Junior,Marketing
Emmy Foster,14,4.12,53,Sophomore,Engineering
Alexis Johnson,18,3.91,58,Senior,Engineering
Marge Anderson,18,0.79,26,Victory Lap,Early Childhood Education
Rachel Wilson,15,3.57,55,Freshman,Early Childhood Education
Andrew Manukyan,16,2.03,39,Junior,Construction
Kaden Brown,15,3.38,57,Freshman,Marketing
Keaton Johnson,15,2.97,20,Freshman,Engineering
Roman Johnson,16,1.69,39,Victory Lap,Marketing
Danielle Moore,15,1.29,25,Freshman,Bio Med
Emma Foster,15,2.07,23,Senior,Marketing
Mac Brown,16,3.72,4,Junior,Business
Lisa Johnson,18,1.32,57,Senior,Culinary
Lisa Willaims,16,2.55,32,Senior,Business
Andrew DeFreitas,17,1.81,1,Freshman,Marketing
Keaton Johnson,17,3.11,22,Junior,Engineering
Andrew Wilson,19,4.05,1,Junior,Bio Med
Kaden Davis,17,2.26,60,Sophomore,Criminal Justice
Danielle Brown,19,3.71,27,Freshman,Early Childhood Education
Roman Anderson,17,2.23,5,Freshman,Engineering
Emmy Brown,17,2.32,54,Sophomore,Business
Van Garcia,17,2.15,37,Senior,Engineering
Jill Miller,18,1.37,51,Senior,Culinary
Rachel Johnson,15,0.77,51,Junior,Early College
Joe Smith,19,3.57,15,Sophomore,Early College
Andrew Jones,19,1.13,28,Freshman,Criminal Justice
Mac Foster,17,3.24,46,Victory Lap,Business
Alexis Johnson,15,3.97,30,Junior,Construction
Keaton Brown,19,3.11,34,Freshman,Culinary
Andrew Davis,14,3.1,60,Junior,Culinary
Keaton Manukyan,14,2.09,49,Sophomore,Early College
Ben Wilson,18,1.32,24,Senior,Early College
Marge Manukyan,17,1.14,2,Sophomore,Early Childhood Education
Emma Garcia,17,3.69,7,Senior,Computer Science
Katerina Wilson,19,2.43,41,Freshman,Criminal Justice
Katerina Manukyan,16,4.09,50,Victory Lap,Criminal Justice
Jane Johnson,14,1.52,40,Victory Lap,Computer Science
Eliana Fogarty,15,1.71,21,Junior,Marketing
Elijah Moore,18,4.22,42,Freshman,Engineering
Kyan Manukyan,14,3.11,5,Senior,Early Childhood Education
Danielle Miller,18,1.95,26,Freshman,Early Childhood Education
Kaden Fogarty,17,3.86,33,Victory Lap,Culinary
Jill Moore,16,0.73,12,Freshman,Marketing
Jill Garcia,15,0.48,28,Victory Lap,Business
Andrew Moore,18,1.32,27,Senior,Bio Med
Lucian Miller,19,3.61,41,Sophomore,Engineering
Roman Miller,14,0.38,12,Senior,Culinary
Benedict Manukyan,16,3.6,49,Sophomore,Business
Alexis Wilson,17,3.41,0,Junior,Marketing
Keaton Willaims,19,3.55,12,Victory Lap,Construction
Andrew Fogarty,17,2.26,36,Freshman,Criminal Justice
Benedict Manukyan,19,3.89,5,Junior,Bio Med
Jill Jones,15,2.25,21,Senior,Computer Science
Ben Davis,17,2.79,27,Sophomore,Culinary
Jill Johnson,15,4.11,37,Senior,Engineering
Andrew Manukyan,18,3.76,0,Sophomore,Culinary
Andrew Wilson,15,3.15,19,Victory Lap,Early Childhood Education
Jill Manukyan,14,0.36,8,Junior,Culinary
Marge Anderson,15,2.62,56,Sophomore,Early Childhood Education
Danielle Moore,16,3.3,60,Victory Lap,Culinary
Aiden Davis,19,1.42,49,Freshman,Early Childhood Education
Katerina DeFreitas,16,3.66,38,Sophomore,Early Childhood Education
